source,id,SM_id,link_details,movie_title,series_title,episode_title,release_year,link_expired,Projectx_ids,Variant id present for episode,Variant parent id for Episode,Projectx_series_id,comment,Result,Gb_id duplicate,Duplicate ids in search,Credit_match,Rovi_id count for duplicate,Gb_id count for duplicate,GuideBox_id count for duplicate,Mapped rovi_id for duplicate,Mapped Gb_id for duplicate,Mapped GuideBox_id for duplicate,variant_parent_id_present,variant_parent_id,link_fetched_from,Sources of link
GuideBox,48603,2630,[{'itunes': '482323388'}],,The Borgias,Nessuno (Nobody),,FALSE,[3097684],,,,"('No multiple ids for this link', [{'itunes': '482323388'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48630,2632,[{'itunes': '411666445'}],,Nurse Jackie,Years of Service,,FALSE,[3020330],,,,"('No multiple ids for this link', [{'itunes': '411666445'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48654,2633,[{'itunes': '451915010'}],,United States of Tara,The Good Parts,,FALSE,[12262512],,,,"('No multiple ids for this link', [{'itunes': '451915010'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48690,2634,[{'itunes': '250540415'}],,Sleeper Cell,Reunion,,FALSE,[2954887],,,,"('No multiple ids for this link', [{'itunes': '250540415'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48708,2635,[{'itunes': '422865360'}],,Penn & Teller: Bullshit!,Vaccinations,,FALSE,[3265819],,,,"('No multiple ids for this link', [{'itunes': '422865360'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48765,2637,[{'itunes': '446951610'}],,Secret Diary of a Call Girl,Episode 8,,FALSE,"[13280459, 2819396]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,48789,2638,[{'itunes': '456327646'}],,Episodes,Episode 7,,FALSE,[7227075],,,,"('No multiple ids for this link', [{'itunes': '456327646'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48796,2639,[{'itunes': '346226200'}],,This American Life,No Respect,,FALSE,[5322582],,,,"('No multiple ids for this link', [{'itunes': '346226200'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48908,2643,[{'itunes': '306045371'}],,Brotherhood,All the Interim is Like a Phantasma,,FALSE,[5265774],,,,"('No multiple ids for this link', [{'itunes': '306045371'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,48936,2644,[{'itunes': '121422800'}],,Fat Actress,Hold This,,FALSE,[5168208],,,,"('No multiple ids for this link', [{'itunes': '121422800'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,49116,2658,[{'itunes': '460763523'}],,The Real L Word,It's About To Get Juicy,,FALSE,[3988173],,,,"('No multiple ids for this link', [{'itunes': '460763523'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,49279,2662,[{'itunes': '490524299'}],,Leverage,The Boys' Night Out Job,,FALSE,[2837293],,,,"('No multiple ids for this link', [{'itunes': '490524299'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,49447,2664,[{'itunes': '516661089'}],,Charmed,Forever Charmed,,FALSE,[12414923],,,,"('No multiple ids for this link', [{'itunes': '516661089'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,52431,2779,[{'itunes': '440638141'}],,Breakout Kings,Where in the World is Carmen Vega,,FALSE,[3172846],,,,"('No multiple ids for this link', [{'itunes': '440638141'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,52646,10984,[{'amazon': 'B01H0ZJ23S'}],,Robotech,Private Time,,FALSE,[4120834],,,,"('No multiple ids for this link', [{'amazon': 'B01H0ZJ23S'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,53297,504,[{'itunes': '430464851'}],,Being Human,You're the One that I Haunt,,FALSE,[3077424],,,,"('No multiple ids for this link', [{'itunes': '430464851'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,53649,2932,[{'itunes': '470215882'}],,Phineas and Ferb,That's the Spirit! / The Curse of Candace,,FALSE,"[2941835, 14782962]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,54852,2937,[{'itunes': '494040146'}],,Special Agent Oso,License to Cheer Up / You Only Vote Once,,FALSE,"[3133186, 3140343]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,55813,2948,[{'itunes': '442087529'}],,Chuggington,Zephie's Monkey Business/The Chugger Championship,,FALSE,[2852671],,,,"('No multiple ids for this link', [{'itunes': '442087529'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,55923,2949,[{'itunes': '348214974'}],,Bill Nye: The Science Guy,Motion,,FALSE,[],,,,"('No multiple ids for this link', [{'itunes': '348214974'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,58063,2976,[{'itunes': '474573747'}],,Jessie,Zuri's New Old Friend,,FALSE,[3430464],,,,"('No multiple ids for this link', [{'itunes': '474573747'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,58072,2977,[{'itunes': '511426442'}],,Little Einsteins,Show and Tell,,FALSE,[2809444],,,,"('No multiple ids for this link', [{'itunes': '511426442'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,58483,505,[{'itunes': '468064544'}],,Alphas,Original Sin,,FALSE,[3143832],,,,"('No multiple ids for this link', [{'itunes': '468064544'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,59467,498,[{'itunes': '484701328'}],,Haven,Silent Night,,FALSE,[3153244],,,,"('No multiple ids for this link', [{'itunes': '484701328'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,59493,2993,[{'itunes': '876753180'}],,Sonic Underground,Virtual Danger,,FALSE,"[3901341, 3899582]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,79877,5903,[{'itunes': '442968769'}],,H2O: Just Add Water,Graduation,,FALSE,[2940452],,,,"('No multiple ids for this link', [{'itunes': '442968769'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,79897,5053,[{'itunes': '284835333'}],,The Batman,Strange Minds,,FALSE,"[2929408, 2928802, 4782061]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,192787,2658,[{'itunes': '460713579'}],,The Real L Word,Baby Batter Up!,,FALSE,[3988270],,,,"('No multiple ids for this link', [{'itunes': '460713579'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,192788,2627,[{'itunes': '546704878'}],,Shameless,A Bottle of Jean Nate,,FALSE,"[3066231, 3069635]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,192800,2622,[{'itunes': '500672283'}],,Weeds,Do Her / Don't Do Her,,FALSE,[3323191],,,,"('No multiple ids for this link', [{'itunes': '500672283'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,192899,10293,[{'itunes': '505034383'}],,The Finder,Little Green Men,,FALSE,[3271716],,,,"('No multiple ids for this link', [{'itunes': '505034383'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,192906,296,[{'itunes': '497916711'}],,Royal Pains,Some Pig,,FALSE,"[14782884, 3151425]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,192907,205,[{'itunes': '505129665'}],,The Office,After Hours,,FALSE,"[14790976, 2832582]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,192908,206,[{'itunes': '505141777'}],,30 Rock,Leap Day,,FALSE,[2910401],,,,"('No multiple ids for this link', [{'itunes': '505141777'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,192909,208,[{'itunes': '505166775'}],,Parks and Recreation,Sweet Sixteen,,FALSE,[3510347],,,,"('No multiple ids for this link', [{'itunes': '505166775'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,192911,159,[{'itunes': '505137145'}],,Grey's Anatomy,If Only You Were Lonely,,FALSE,[12262231],,,,"('No multiple ids for this link', [{'itunes': '505137145'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,192964,1970,[{'amazon': 'B01FN1JJZM'}],,The Jeffersons,And the Doorknobs Shined Like Diamonds,,FALSE,[4067364],,,,"('No multiple ids for this link', [{'amazon': 'B01FN1JJZM'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193045,971,[{'hulu': '56659699-996d-4883-a18e-8eaac206c4d1'}],,Undercover Boss,American Seafoods,,FALSE,[3032067],,,,"('No multiple ids for this link', [{'hulu': '56659699-996d-4883-a18e-8eaac206c4d1'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193082,948,[{'itunes': '505484844'}],,A Gifted Man,In Case of Letting Go,,TRUE,[],,,,"('No multiple ids for this link', [{'itunes': '505484844'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193083,952,[{'itunes': '505480738'}],,Blue Bloods,The Life We Choose,,FALSE,[3126447],,,,"('No multiple ids for this link', [{'itunes': '505480738'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193191,11373,[{'itunes': '876695128'}],,Inspector Gadget,Birds of a Feather,,FALSE,[2862344],,,,"('No multiple ids for this link', [{'itunes': '876695128'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193192,11380,[{'amazon': 'B003VV1S10'}],,New Adventures Of Madeline,Madeline And The Eiffel Tower,,FALSE,[13430350],,,,"('No multiple ids for this link', [{'amazon': 'B003VV1S10'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193282,962,[{'itunes': '505915479'}],,How I Met Your Mother,Karma,,FALSE,[3018675],,,,"('No multiple ids for this link', [{'itunes': '505915479'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193301,135,[{'itunes': '506091976'}],,Gossip Girl,The Princess Dowry,,FALSE,[2816717],,,,"('No multiple ids for this link', [{'itunes': '506091976'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193307,141,[{'itunes': '506095274'}],,Hart of Dixie,Tributes & Triangles,,FALSE,[3236178],,,,"('No multiple ids for this link', [{'itunes': '506095274'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193308,384,[{'itunes': '506098853'}],,Pretty Little Liars,Father Knows Best,,FALSE,[3613944],,,,"('No multiple ids for this link', [{'itunes': '506098853'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193337,960,[{'itunes': '506002687'}],,Hawaii Five-0,Lekio,,FALSE,[3022103],,,,"('No multiple ids for this link', [{'itunes': '506002687'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193352,314,[{'itunes': '278935764'}],,My Name is Earl,No Heads and a Duffle Bag,,FALSE,[12260683],,,,"('No multiple ids for this link', [{'itunes': '278935764'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193413,965,[{'itunes': '506300237'}],,NCIS,Need to Know,,TRUE,"[2856061, 2812214]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,193430,390,[{'itunes': '505754233'}],,Switched at Birth,Write a Lonely Soldier,,FALSE,[2734448],,,,"('No multiple ids for this link', [{'itunes': '505754233'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193434,201,[{'itunes': '506387287'}],,Parenthood,My Brother's Wedding,,FALSE,[2993091],,,,"('No multiple ids for this link', [{'itunes': '506387287'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193435,139,[{'vudu': '313549'}],,Ringer,P.S. You're an Idiot,,FALSE,[3291020],,,,"('No multiple ids for this link', [{'vudu': '313549'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193441,171,[{'itunes': '505906985'}],,Last Man Standing,Ding Dong Ditch,,FALSE,[3146666],,,,"('No multiple ids for this link', [{'itunes': '505906985'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193478,1707,[{'itunes': '876897956'}],,Sonic the Hedgehog,Warp Sonic,,FALSE,"[2763771, 2764395]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Different,"[{'variant_parent_id': '2761439'}, {'variant_parent_id': '2761654'}]",,
GuideBox,193589,1969,[{'amazon': 'B01FWSIXWQ'}],,Good Times,A Real Cool Job,,FALSE,[4058815],,,,"('No multiple ids for this link', [{'amazon': 'B01FWSIXWQ'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193598,133,[{'itunes': '506701783'}],,One Tree Hill,A Rush of Blood to the Head,,FALSE,[2848362],,,,"('No multiple ids for this link', [{'itunes': '506701783'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193602,165,[{'itunes': '506646819'}],,Revenge,Scandal,,FALSE,[3246061],,,,"('No multiple ids for this link', [{'itunes': '506646819'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193606,295,[{'itunes': '498927947'}],,White Collar,Neighborhood Watch,,FALSE,[3006674],,,,"('No multiple ids for this link', [{'itunes': '498927947'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193609,307,[{'itunes': '506671816'}],,Law & Order: Special Victims Unit,Child's Welfare,,FALSE,[3152404],,,,"('No multiple ids for this link', [{'itunes': '506671816'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193663,11358,[{'itunes': '1091181425'}],,Adventures of Sonic the Hedgehog,Grounder The Genius,,FALSE,[4209588],,,,"('No multiple ids for this link', [{'itunes': '1091181425'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193670,954,[{'itunes': '506627714'}],,Criminal Minds,A Family Affair,,FALSE,[3014987],,,,"('No multiple ids for this link', [{'itunes': '506627714'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193786,349,[{'itunes': '502996181'}],,Awake,Pilot,,FALSE,[3271860],,,,"('No multiple ids for this link', [{'itunes': '502996181'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193868,11421,[{'amazon': 'B00B0U1O22'}],,Inside Comedy,Sarah Silverman / Gary Shandling,,FALSE,[],,,,"('No multiple ids for this link', [{'amazon': 'B00B0U1O22'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193870,6971,[{'itunes': '508275204'}],,Eastbound & Down,Chapter 15,,FALSE,[2934430],,,,"('No multiple ids for this link', [{'itunes': '508275204'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193871,11419,[{'itunes': '589745207'}],,Life's Too Short,Episode 2,,FALSE,[7366365],,,,"('No multiple ids for this link', [{'itunes': '589745207'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,193872,11420,[{'itunes': '573250875'}],,Luck,Episode 5,,FALSE,[3184915],,,,"('No multiple ids for this link', [{'itunes': '573250875'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194026,66,[{'itunes': '507849334'}],,Family Guy,Burning Down the Bayit,,FALSE,[2813493],,,,"('No multiple ids for this link', [{'itunes': '507849334'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194028,68,[{'itunes': '507642273'}],,The Cleveland Show,Til Deaf,,FALSE,[3238768],,,,"('No multiple ids for this link', [{'itunes': '507642273'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194036,166,[{'itunes': '507759911'}],,Once Upon a Time,Dreamy,,FALSE,[3191388],,,,"('No multiple ids for this link', [{'itunes': '507759911'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194055,2779,[{'itunes': '505865609'}],,Breakout Kings,An Unjust Death,,FALSE,[3174472],,,,"('No multiple ids for this link', [{'itunes': '505865609'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194073,956,[{'itunes': '507839991'}],,CSI: Miami,No Good Deed,,FALSE,[12260709],,,,"('No multiple ids for this link', [{'itunes': '507839991'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194074,959,[{'itunes': '507755271'}],,The Good Wife,After The Fall,,FALSE,[2932973],,,,"('No multiple ids for this link', [{'itunes': '507755271'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194096,67,[{'itunes': '507837588'}],,American Dad!,The Wrestler,,FALSE,[2862031],,,,"('No multiple ids for this link', [{'itunes': '507837588'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194324,61,[{'itunes': '508148185'}],,Raising Hope,Single White Female Role Model,,FALSE,[3068352],,,,"('No multiple ids for this link', [{'itunes': '508148185'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194329,63,[{'itunes': '507850686'}],,New Girl,Injured,,FALSE,[3658886],,,,"('No multiple ids for this link', [{'itunes': '507850686'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194362,2168,[{'itunes': '489475825'}],,Winx Club,The Museum Of Magic,,FALSE,[3615836],,,,"('No multiple ids for this link', [{'itunes': '489475825'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194520,565,[{'itunes': '507672908'}],,Army Wives,Winds of War,,FALSE,[3009713],,,,"('No multiple ids for this link', [{'itunes': '507672908'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194727,2626,[{'itunes': '570696447'}],,Californication,Raw,,FALSE,[2862423],,,,"('No multiple ids for this link', [{'itunes': '570696447'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,194728,10316,[{'itunes': '570847445'}],,House of Lies,Veritas,,FALSE,"[7273990, 7270997]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,195044,618,[{'itunes': '456715786'}],,Louie,Eddie,,FALSE,[3378368],,,,"('No multiple ids for this link', [{'itunes': '456715786'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,195274,2932,[{'itunes': '395562702'}],,Phineas and Ferb,Phineas and Ferb Get Busted! (Parts 1 & 2),,FALSE,"[2935581, 2969372, 14784653]",,,,Duplicate ids not found in search api,Duplicate ids not found in search api,,[],,,,,,,,Null,[],,
GuideBox,195696,137,[{'itunes': '511073726'}],,The Vampire Diaries,1912,,FALSE,[2856933],,,,"('No multiple ids for this link', [{'itunes': '511073726'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,195895,138,[{'itunes': '511279796'}],,Nikita,Doublecross,,FALSE,[3554542],,,,"('No multiple ids for this link', [{'itunes': '511279796'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,195896,134,[{'itunes': '511288770'}],,Supernatural,Out With the Old,,FALSE,[2801109],,,,"('No multiple ids for this link', [{'itunes': '511288770'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,196138,504,[{'itunes': '493005028'}],,Being Human,Addicted to Love,,FALSE,[3077753],,,,"('No multiple ids for this link', [{'itunes': '493005028'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,196445,1800,[{'itunes': '218839884'}],,The Black Donnellys,God Is a Comedian Playing to an Audience Afraid to Laugh,,FALSE,[2819937],,,,"('No multiple ids for this link', [{'itunes': '218839884'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,196694,11193,[{'itunes': '511589456'}],,Touch,1+1=3,,FALSE,[3186353],,,,"('No multiple ids for this link', [{'itunes': '511589456'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,196978,11469,[{'itunes': '511491207'}],,Don't Trust the B---- in Apt 23,Pilot,,FALSE,[3305162],,,,"('No multiple ids for this link', [{'itunes': '511491207'}])",No multiple ids for this link,,,,,,,,,,,,,
GuideBox,197087,385,[{'itunes': '511346214'}],,The Secret Life of the American Teenager,Smokin Like a Virgin,,FALSE,[2858720],,,,"('No multiple ids for this link', [{'itunes': '511346214'}])",No multiple ids for this link,,,,,,,,,,,,,
