Rovi iD,GB ID
19284089,15206
545246626,15912
239460,16212
2480348,2682
1565273,2402
11739385,2119
1840934,5764
644464286,16164
1046915821,18733
1946562791,34929
1899260,21984
1221453148,22453
1195510386,28807
17958204,14163
238686,12058
1539453929,32603
13690463,10106
470925608,15765
3407815847,36796
1469610,33388
262702,1662
1650771,9340
129578,14413
862525474,17270
21770190,13750
288841636,15511
2158717,303
364788664,24908
8350194,5998
861192276,17878
324100736,15514
2083825,571
2410800,5927
219904,24688
1953362,10140
3394729642,36539
19630660,13907
9641117,11597
1517631219,33452
416775,1603
16925706,14144
864432,2709
13925708,1967
1216710,11584
2104237,418
306991041,14789
1805323498,36370
1892986,2314
2144706,844
8508933,5910
1443669244,35176
535036671,13105
1374879893,25748
22327679,17212
2490737,456
545216860,17296
1692424045,32563
1313013844,22964
526561491,17738
1506597,10131
1295,10605
9997591,8154
568030,1605
2484039,321
1762428,10116
1081650260,24984
1593121,5090
1208677,14106
66762712,12999
565338910,16047
1705012423,41706
1458515,10185
433001,16492
791604076,17053
2484010,11190
1628330161,31989
16901959,14692
5085416019,44334
1136082,10188
18772873,14807
1440278115,28163
736564,13410
1509549718,29026
19104860,10256
289865,2442
13883352,319
66911027,12989
21645685,10741
1665868,2770
129185,15534
2045787,719
821422,19282
2333097,2011
2124203,5754
8671470,12832
18135438,10352
1783272,429
18770023,12558
223652,15978
801935,1794
263341,21747
982825366,18544
17593172,14722
66674138,12446
251747,17313
19954085,6045
17180476,13029
1519320,537
424760,24639
223289,410
1927521,1786
2408321,10033
1259371,14915
1929209,3230
735482,2147
19971020,15146
1463998563,22100
425242,81
583150721,14630
2490597,1994
1322506784,26946
637365240,15892
3288930926,39340
19104057,11113
11745127,13919
1795312,2134
2434018,6081
22575528,14384
1031384015,25126
1775455350,33322
9240877,13975
1424733,2135
3944590856,38965
9882409,2544
1841840,1108
279060,10853
2017591238,39255
1296350,21741
11918297,15869
5509034244,46003
5509016374,46002
271813,20317
5161898806,45947
3365173599,37592
423676,2360
4122136517,43347
3675674470,38825
3279966821,36865
4217636435,41875
441910,990
3524468527,42476
1508217543,39474
13668911,15587
423503,20592
2134657,2933
424657,985
2177531,383
1972547167,36687
3432828826,43739
1895047349,35043
1777388360,43593
13739048,2433
1477006,2952
677299,1996
423432,18779
430621,20578
423112,982
885603082,17431
422884,1898
129139,1594
479073,993
284817,10524
1268892393,43741
951082,2063
431164,1941
4470086219,44796
1242901,2955
17976360,217
18225376,2462
445703,10565
2336212,2939
4064958684,42070
4166108032,43182
3357386422,42699
19893663,14649
425356,18700
21759839,34569
3543032788,37135
5496262504,44340
423442,28873
13917226,2523
560773756,18589
129144,13360
19093637,13898
719444,1838
1106086,15538
7945099,25198
1107008347,19499
1714729,6007
2496292,388
424755,1700
853368025,17450
432487,71
1381166899,30354
266898,842
1835145,2341
286927,16518
3408933313,43761
453315883,15510
3565268401,43626
430701,21890
129371,1724
3227333584,35515
2124992,2373
1877651,16809
19733608,2623
2099315,2962
302191,2361
4812383874,43844
321451,14624
12051098,2954
4696405544,43358
1768301991,33377
707288043,35082
423670,28872
22279621,5918
673521,43478
327940,5060
21886511,13802
2431933,2965
19680639,4479
416298,9903
67263002,14008
551098326,16858
9101029,5942
3358260574,41967
234953,13183
1291407,35948
327542,10817
535032164,13986
629791435,15639
1100126377,18747
1105554128,18729
3411702274,43597
11851365,1592
2094322,394
537949405,11832
2433204,11447
1263570,13354
4125756381,38975
17548417,467
231765,82
16592890,2974
1024698983,18993
2222160,10125
423465,2444
423765,2007
214785,1718
676528,947
269298,1685
4223226585,43705
1321415,2943
2043070,2941
2003620410,35080
1682454,10721
670589884,18648
704362308,28195
16602091,9348
66707162,12854
21977561,13925
1296367,2357
2256880,675
362516,12644
2366223,9279
18933826,11464
19212830,6127
273654,13061
66762684,13913
426701,44463
21916521,9360
366565,2455
8084961,1696
1285376321,22763
22169813,11501
2228657,8374
21467930,13121
423469,1716
1335006,16607
4197368171,44333
812230,1039
1226914625,21763
1637874,10130
424483965,15080
1707855486,33878
10534047,393
66528719,12745
4452779565,41585
732850571,15937
2376691,14535
740799,19737
9394213,16410
1089763045,19231
19970962,10355
297262167,20325
1835264,11473
189281,16484
2307066,224
18103555,10693
456706435,11795
1933586,2961
2441881,1057
17891288,5705
18124337,2950
1321380,2041
12160614,14784
2363969,7010
386190415,15741
1189405964,19480
2159807,10127
1490454989,35465
545336067,16013
12752020,16044
671065,946
3393724606,36675
2333105,2004
309722765,15163
2340551,2796
1252007,2589
11921481,2589
890796436,17814
17248613,9402
3459985439,32246
10168526,5959
2373267,7388
12662432,1591
1231444807,22422
2203402,1038
1235109404,22394
22463093,14813
1218042,5080
1009582101,27413
21702641,13993
333919186,9638
8190180,436
19914346,15826
19007445,9283
130074,11586
1053506413,28646
272185,10507
1846226619,34804
727626046,16819
234540,15345
8320536,2666
451408,14361
1848249,9268
18998828,13461
546620812,15802
66762676,12998
1860121,5963
927372636,18853
8332458,120
2033972,2958
256059,14262
500668848,17303
3613303646,38705
2430871,433
1954664,454
1114269,2106
2490602,1943
425264,93
333627570,13772
12051012,3895
427527,15939
1680842970,24750
1748100908,24829
423418,16664
1529725,16503
459530,423
15026493,2551
567831,13401
2001247,1758
1134667285,20319
19917055,2542
1058483622,19646
2177929,132
546619555,17447
1795475,1275
1835549,462
20038144,13295
1443670238,34225
662768752,15251
1093665316,18878
761749130,1655
418143,2425
2462329,6100
18815183,163
1161855076,20681
66762667,15380
129655,16683
14380501,12760
2433129,16426
1560238,145
1398127281,22566
325980160,15742
22341430,14115
450419,13666
67006072,14732
910099,14483
288072,9368
551111805,1687
1097866694,19224
1588153,2559
4588137954,42903
1562775,2321
872046764,18895
525769610,18693
17940379,14643
1201748356,21822
12105513,5062
12608625,877
19781244,10002
11925873,1713
372002716,15664
20574094,2673
19734026,557
385192134,15698
2096880,3058
1048659032,18854
299932988,12976
17006815,5917
869509798,16801
681618815,12770
2139376,2989
66762860,12992
305343305,13060
2035795,5899
3569623729,37552
1926063,9326
2167946,1680
1836180,373
256315,1213
67064234,12855
826488,17386
1531422496,29247
1100791771,18918
231841,35345
12219944,2846
561746088,15590
934765690,16833
2003635631,35083
4595295757,43455
66674236,13264
21891,16428
21904113,10304
936103240,16771
995688283,19694
9907487,10314
66624179,14870
562184522,19313
66134412,14609
89472,1999
783421142,17286
22425297,16447
1122982241,19741
2207952,16556
2489758,534
423453,9375
15046205,2459
2040605,5083
3432828711,37055
1053503056,29077
595046614,15735
1954085,10173
2341432,13116
18151185,10652
2295821,10598
3609591130,10397
11897033,11285
449028296,17174
260180,2812
380950525,19184
2169486,2133
411706,532
556695495,13852
2317520,327
22494975,11764
1982977,15622
14406398,8303
18830334,460
66674246,14709
4163179108,40796
2415758,540
21964742,11149
2118330,5892
806185859,18528
2001583,1842
554199489,13832
8858993,11874
17004674,13887
1693284,8378
1337736339,23382
2318672,10452
1857762,2343
1327041907,24543
1441536,19786
17006603,5956
1059642365,24855
1999770,1654
4584819627,32493
2121843,10010
372792,2849
2362106,2969
437276916,15185
934666109,16861
1080675781,19230
4836285030,44002
1490458359,28826
4330421918,41774
1886880,16659
19678551,10742
2442857,2451
2078346,14077
936143059,15646
66762508,14001
228247,2075
21998502,11110
1511639,10128
2080661,2499
1733539661,33305
4213120637,523
19649362,19626
299609823,13159
270965,10769
1714723,2538
542573989,13856
889299424,18886
16824207,9427
1318385746,11452
17205356,19792
1198225425,21888
3380259967,37287
3254875794,35631
19657063,10748
3361848647,36537
945720843,14387
729774554,17325
7862566,9364
447835203,10655
2335973,2353
19681730,11236
548632925,16191
19049980,9036
2348428,10118
693246994,15641
1326988,2448
442596461,16169
2024858,2771
1460465627,28535
13892823,2104
1046915841,20303
21590296,9203
3380260258,44448
4194454540,1644
19965629,4472
18867898,9634
10730234,10161
1213510473,18731
2108330,1110
18040773,10382
434214239,13851
1443547418,32669
21876774,16880
66762921,15427
18858667,64
923881303,15911
22494972,11728
18848164,3046
18845710,961
2057544,13389
661539770,15621
525749367,16802
1354453110,22647
4493604648,2774
1987059,536
1835586,470
14959006,2851
460584,17280
8759184,678
3297781858,36005
2382639,9018
2365580,2351
3394780578,36417
4782808942,43748
17226926,484
22430435,14720
1891128,2540
18954406,892
19271862,9434
421650,380
17168877,6084
526606215,15490
661515965,15394
448158,10177
434275,227
19679741,11214
4676355221,43631
2467393,2114
866610453,17318
945858949,16016
1339338834,24830
1004910850,18801
2327824,19748
2333093,1972
411015,10710
270962,10713
1419939,1826
1775469558,40791
969804,23190
66883596,14610
335028669,13947
363510,415
761742356,16394
419652,19239
12062422,35954
372084,435
1389005,16667
66762635,12995
271565,20127
860832897,17298
18821250,10051
66762748,12968
20020931,11416
334142,2102
454429,1652
12169510,16199
369181,10476
555519,11834
9479157,5905
333627533,13771
2003648894,35636
1174640298,28808
685279690,19262
543837675,12369
423456,1777
942920485,15927
623971721,11393
11998137,15485
17890457,13499
22537135,12471
668086487,21972
19915935,11130
14262326,503
449384,2164
11753846,9410
536089554,12671
982843766,18469
17999699,437
66493433,13738
8963705,14659
2432819,10123
1102992,2142
18858793,11462
323043,5069
14076542,468
10421800,7379
13801268,480
938330629,17461
2376417,5756
549075275,16223
1213510471,19628
507014870,14694
545233230,16153
129491,2945
14169000,2461
19109320,2403
8555000,9404
2265616,21917
21981715,10294
1759652,19691
1301613194,24052
2254079,5948
1330038,12845
2366966,9219
13356102,9227
2016001,1202
11852483,13309
500775190,15508
17972741,10098
1690355773,37877
19970140,11142
1117463175,19738
443929610,12640
2174288,257
841067040,17073
129456,15373
1081566294,18442
673069,12374
19882324,11460
4124779083,39501
330033391,13833
3263965267,35399
631604,18699
1845660,3049
278984,10586
1833021390,33858
9712879,10648
66927286,12785
4997059525,43970
4347155408,42071
4218454329,43339
2036194,16330
361192,2464
1173715417,21505
1892663,8232
525708094,15890
66482074,12703
19075887,10137
1213595658,21965
12115488,16696
18785779,395
1473596476,25035
4766944332,43596
3221589091,35617
4892194758,43988
425367,5990
326900058,14752
1485738194,24843
9660826,10158
386544217,14571
66714351,13030
22395081,16688
1218564947,21973
328054,11777
542188862,19861
17727482,15638
2498961,396
22312853,11192
129324,2509
1267149583,23225
426051,2867
1838953,2780
3172004420,34942
1308396011,23335
1020771525,25882
825478802,17042
1373921574,25060
18858831,330
1949526,9823
407773,2476
2029743,1263
9512628,441
14735363,9902
378319244,14425
342463318,14604
1251437,2233
360585,3032
1213510472,18915
462447843,15179
982927705,18603
274936,17384
297353587,13173
945890173,16815
361366961,13914
1187480986,19194
414703,522
425334,10190
2063992,9306
1393532434,25127
1037987047,19689
10829716,751
1219477,2358
10282013,9099
66290102,14962
2316762,2829
999186492,21652
748502,36520
21879326,3100
2026175,16832
927497330,16746
19760922,2788
66762843,16088
4089226070,42568
1069104604,25085
17893359,2541
18117923,17512
1227272,5852
1508106623,32452
1733519651,33798
1635229,12848
2373511,1210
935773655,14335
560909551,15906
18939329,9028
527893388,15705
556694506,13054
2033288,10174
22242682,11353
19683685,15576
358553104,14744
1468614244,28865
685296741,18515
21787807,11767
17707965,2848
545324814,15798
1441826621,18929
3545047366,37292
21995642,11587
3774617359,38497
8996185,417
1798827,16604
342774275,13871
431834101,14538
684175753,16239
1261392,5089
999555498,18960
8766032,974
21645263,10875
538062362,13862
1508026992,29019
1734906,2107
965671,11568
12067901,11376
5721354610,19302
2001512,856
1980805,2556
1087102417,22528
467407,5087
19934859,2611
363176,8290
1586327,1276
1168321320,20941
1875795984,34745
19721469,8174
1349578691,22386
16942942,419
294032616,13995
772201154,22270
1058696877,18850
19918295,16601
22576337,11561
17944016,10261
22491599,14434
11888646,10667
1682308831,32471
1393532358,22377
18891317,13175
2051712,2758
2136156,2856
1055405147,28351
3322113559,36771
1326671274,19854
66044045,12878
3458149833,36613
556405285,25007
2169552,2121
1260387392,22419
2334119,2108
3280955448,35788
2067755,2853
2005387,15201
953018626,17757
1261201558,22654
473267557,15464
129694,21714
3456171416,36633
862521792,17243
1708439,124
963145247,17196
21707308,1157
2446475,2340
4558537600,43355
22176127,14681
263189,2457
9155,1900
1097944446,19699
285258,2401
738278417,16791
1370662850,22594
1926124854,34900
288176499,14717
1492530846,31985
17824680,10732
1807123,12597
449547169,10027
321150,22314
383505,605
1848022,2453
9309665,508
642178882,15678
21602520,11800
681319836,27873
2013764,2716
4172753331,42650
424548,1609
424936,104
2388637,3047
746460642,16817
840589,10564
982904194,15884
422185,15967
966203,409
556694306,12959
2343623,4861
19076834,10110
521543184,15450
4326522312,42752
1230822342,22443
1800393069,34890
274108,10835
2018945,9336
2130750,7376
3545775753,37579
3569616532,37956
342458174,14469
320267476,14520
2205765,5939
1701995,2953
13306862,328
410883,1688
22422958,19456
11969417,13607
4347494242,41788
17965140,10764
325434105,14612
1301333656,23300
869650711,17453
1393532462,23230
413531,9824
1322865877,16938
19924734,16124
10660681,15856
1349571164,22665
18165540,637
302044825,15881
2315058,10259
300192247,13122
204572,1928
1939290,9437
614694569,15701
3337581223,35550
3498736112,37461
2344368,1151
1002039137,18923
1887712519,35512
1318609880,24546
1167717069,18419
1144567557,19735
379820750,14487
556694071,12356
12954572,524
856576126,17452
421722,14688
432193958,11817
20008106,12473
1192630273,22784
455685,1261
66643178,16105
10385920,174
1062394741,19220
1890188,1233
73180,2070
538258721,13048
4044087895,38921
19684768,10738
1352079227,24891
1123401055,21961
1563166,13323
393144,10117
12547,11106
456878,2430
1387994925,22428
66864046,13268
3569639124,37554
344335,15948
1516543574,39686
2409019,430
67036898,13028
19284552,4823
1351952796,25113
459093,17250
19955618,20973
306329591,14726
11852184,1699
1093659130,19233
66134364,12916
2494356,9289
470903144,15466
2001961,11468
1096866405,21693
3178237771,35150
66335085,15187
1351176832,33831
18126318,14147
17691485,10121
335324991,13937
9352759,4631
4528911185,42775
13916958,1272
2364215,123
2299490,11076
14380236,10160
935908501,16711
20023622,2781
5078184290,44330
936226059,17752
795625267,17154
22184309,14762
2180572,8341
1632922383,34404
14747155,2866
438414681,15758
298765312,13714
525743966,15619
3522349862,30352
2096599,10191
686433292,16698
659077790,13933
16956869,488
364375929,20547
2381711,850
18814725,177
1216527420,19483
8748803,2971
370191497,16544
1195511961,31922
17958793,10135
66223003,13835
2491199,1984
1481131870,28881
13965346,10012
783045674,17054
3444215943,37462
22430458,12450
431831407,15358
10003652,9040
1441659452,29383
3639766913,37555
2486672,631
2196716,4475
3981993541,38741
2223685,2855
17664465,2588
17972862,9032
66693932,12796
398424,2156
3259834603,42836
19150499,11788
11799355,11750
823803286,17322
929142502,18552
2084488,9199
1208841343,22407
324088292,14683
19955129,37459
325148144,17395
3452565488,37829
1107525,2124
2426544,2532
1362417580,25118
22422962,19453
858947,21808
1533203629,35061
342457827,14527
2306711,16697
228252,21578
317880684,14614
22582877,12746
3654208535,37772
4803518387,43700
958623538,17847
757505629,1982
19093370,764
370219,10506
19273149,11768
371974215,17291
394636,847
66942266,12997
19223698,8171
345653,2091
468484514,15309
556694309,13074
1724095699,33700
819383069,17040
366673,11744
3248900149,41787
382857762,16253
22468002,14776
67417176,15066
301450772,13740
1547463721,32528
10399389,630
1487643,1178
1371478,16132
3579239412,41258
1867991,13064
22184307,17297
900986,21576
942754,15605
67504088,13910
706855383,16800
682563091,16197
8346408,9954
1352271335,25044
21521470,559
625985126,15907
623950710,15684
726134649,16028
2497348,9192
8131989,10134
1046915795,18865
18084026,657
2204019,15966
14734410,574
444310,11403
982933987,18470
2482191,2773
1168339172,20492
869752385,17317
14129393,518
1343971805,21784
18040699,561
514758940,15231
19679316,11754
385180235,16610
19099285,12444
1508044826,28886
2266102,9438
551458174,17762
1541954,2651
1046903616,18846
1139452998,8376
2229735,2956
529308164,15320
22030026,10308
542561160,11831
333918166,14477
309228181,13207
844255203,17176
21518665,10907
19932789,184
1103296830,18744
3611839093,28817
273527,11804
713906667,16019
363721,2378
19679544,11818
3605342036,22388
1314610231,22388
66407298,12863
18069459,895
9859967,365
1189004351,19680
1175408351,16152
2011553347,16456
22509298,13312
12802186,11370
421036,2906
330351410,13853
504916541,15425
66034450,11554
917115249,17745
780134614,16750
295300574,13042
408168,881
1231753578,23305
19048981,9078
587392517,15750
700202203,16810
969716945,17413
2246085,7385
2185265,9571
9033275,2823
19647299,12929
368018,14570
279027,15997
21926418,13865
1189386343,15607
2483286,6126
527859627,15488
10862859,2837
364797624,13998
538360626,12766
1020113041,19489
2473054,7073
362024221,14541
661081244,15150
66624223,15535
2008792,11774
443684850,15048
503299957,15980
385180241,16519
67158084,14753
870764347,17320
942938520,15648
354731,2347
17501610,11771
2459704,10204
14636406,12856
795397857,16837
942918771,15847
399991,9915
12911121,3845
18983290,2534
21585281,9436
1213510477,18755
305880425,15260
652363131,15933
67348624,12901
1432247656,27963
593796382,15768
9471090,2602
14707523,2820
19141056,16560
1392700568,22660
19103489,12973
278190,13517
284329,11092
362327722,13928
1089771726,19226
746084117,17046
12969611,3969
832280180,17292
1327216528,24808
19641927,13076
19769467,4891
16885122,2793
66312671,16113
9710770,11495
2303989,761
2351780,6110
303978648,14817
553947880,12672
1954873,2813
289925004,13716
22537663,18824
284020,15407
8962084,23571
681359697,24979
1100167433,18740
556694283,13041
669031342,16465
1241567396,20631
18867946,769
519680145,15311
927357205,16860
1447258,16119
902454690,17311
945852730,15873
477807288,15790
295890887,16055
2198596,658
22555616,16117
1093719617,18787
1073673295,18852
2045561,16489
273526,11814
342459283,14476
979320381,18478
66849416,16102
9408412,653
18825561,443
2444004,888
18825862,2864
2327204,10043
326283764,13838
463814891,14580
753564941,16787
8858396,14499
1186308334,18689
525753267,17137
66407297,13717
366946,14686
295919081,13005
2483585,6116
934669841,17354
443931832,16591
12148471,10401
294033,22329
1331961294,19659
871651029,18590
10342785,715
623512055,15734
18084016,664
11875880,361
803477594,16918
1046928941,17245
656415013,22176
129703,13784
967638258,18489
548558324,15158
67262984,15295
1237582289,21898
14870618,344
599466303,15669
4181668289,6102
1046902950,18802
1290776567,22427
330365313,14685
301751119,14728
533895238,15460
2482858,2912
539705494,15509
942867072,17246
1187582637,19850
1473604075,25002
10034667,13352
982934335,18848
990935051,18505
17564172,577
21780553,2923
803477421,16914
964441745,16568
935798287,16213
19976357,11609
18821191,5026
67505273,16042
295630328,13791
1056921943,18964
2078992,11119
18933821,671
21235744,13047
521538567,15918
930281346,18529
2146465,9023
2240825,2558
13561431,8414
536084817,15493
902521034,17308
1050402606,18995
66971718,13009
449026878,15601
447955387,15516
1208845060,19216
295051696,13826
683183,15017
2129415,865
1892627,8236
405773,2888
19959016,672
19025611,15397
371356026,16322
1349571156,22572
721979742,15677
14646297,3440
16958261,579
846644318,26919
8680358,16112
421104,2789
14262065,3015
556694279,13044
2293050,1676
882118531,17271
687953453,16027
838431272,17316
796867552,18416
19246755,9969
10399467,650
1934369,8400
545082834,13873
66032939,11573
66469111,13265
22526499,11456
674390705,11773
2330241,107
19055726,181
407855,182
2484069,337
2309469,352
502116,356
306256,399
2294611,421
1838932,431
2290815,438
19180255,439
10358046,453
19055656,463
18102381,487
2266576,499
17437307,514
408170,516
19690471,517
1763821,525
8072622,526
17890423,535
2203728,545
17895239,549
10179470,552
18040698,560
19796950,562
18174937,566
19105208,573
12592564,576
18220940,580
19976647,584
13830035,588
12518347,599
1959154,607
2282600,633
12917644,634
10399495,636
2136221,639
2481976,640
17891673,641
9922916,642
2242840,645
18084040,647
2002739,648
10399385,652
7910040,656
2100011,659
18933836,660
10399393,667
353653,669
18084164,670
14344331,679
8003233,688
10414495,692
18188601,702
2156273,705
1957483,706
382901,708
17072967,709
8760675,712
2155967,717
408056,730
2167350,753
18943860,755
2448853,757
17028296,765
17178713,766
19660463,768
15026491,771
21808790,772
2262710,808
13560491,813
284434,823
1872539,869
21894941,874
2026421,889
15093103,891
2303080,893
2390667,1100
19025611,1145
2363747,1147
1768806,1196
418339,1212
10385753,1277
2469184,1278
2404187,1602
81488,1634
9543008,1666
8177671,1668
2001324,1847
3524243506,1986
970480,1988
925531,1991
727975,2010
7974453,2047
460432,2061
12072966,2081
1845884,2093
1327996,2127
1175431,2176
2494135,2187
427079,2191
420768,2198
2151616,2199
1281479,2202
1617450,2234
18195291,2237
1653567,2241
17983367,2242
1903891,2254
16587862,2255
272278,2278
9714586,2282
271648,2293
17504046,2298
1522470,2299
1367857,2303
746542275,2306
13927066,2312
2333226,2331
2223162,2336
2297541,2355
13196091,2375
2373697,2391
7896323,2423
1687145,2447
2240976,2452
1897386,2458
2156660,2463
1902026,2465
2156661,2467
18098135,2478
8604291,2481
1972680291,2527
19917674,2528
19257059,2531
21546171,2535
19917282,2536
2327943,2539
11989063,2539
21562377,2548
18129821,2552
15032182,2554
19918034,2560
18042343,2562
2495913,2565
17624199,2568
15070569,2581
12397979,2592
19917711,2596
2053153,2601
2390518,2608
21568207,2610
10812136,2715
2301616,2725
2416599,2738
19721485,2752
412271,2775
2379605,2782
14537156,2794
21588906,2801
19087957,2805
2367821,2807
2486065,2808
449619,2811
10201297,2838
12513483,2840
18954087,2852
2437103,2857
414236,2858
1600234,2860
2277447,2861
7870927,2863
2341947,2869
1980073,2870
18853465,2871
2012855,2877
14325811,2884
8468965,2885
809360,2887
21609451,2890
2418908,2891
2319077,2892
2486799,2894
787993,2898
13154395,2918
9299467,2919
400674,2920
14907379,2946
2151448,2957
2421635,3043
13718957,3053
2344812,3073
13586449,3090
19888816,3107
2140973,3125
18848161,3153
2401265,3431
1717564,4476
1928730,4478
2105040,4495
2373152,4820
21797579,4824
18068568,4865
17204232,4881
1972855,5016
10235675,5195
18984195,5205
22052781,5220
10399473,5708
393641,5719
1678850,5938
2383987,5969
18181064,5974
235711,5988
229675,5989
2316078,6002
13363774,6044
8394568,6090
411672,6096
18810803,6105
732961148,6113
14325166,6122
2095163,6128
10408066,6137
18215560,6161
19981142,6171
218424,7038
2335336,7158
838887,7403
13904440,7979
9379805,8153
2077781,8180
2070896,8185
10413425,8256
1375167,8266
2353641,8271
16842337,8321
2374195,8382
1671173,8396
19268449,8409
21540747,8410
21797545,8428
9307637,8436
2439918,8437
17148080,8442
14238268,8445
10021648,8480
1956408,8482
18077546,8483
21653741,9026
19737728,9056
14448264,9061
2407519,9079
2376948,9092
17079458,9100
18796684,9196
2297802,9211
2430701,9226
8220582,9236
2366705,9287
8314500,9372
19955728,9382
223020,9394
12183786,9467
2164860,9481
6714230088,9496
2271678,9515
8100877,9573
2133968,9577
18049878,9581
2124887,9642
19746343,9835
19110105,9836
1615385,9872
18567641,9950
8424690,9955
2191441,9962
8738485,9966
2355004,9992
19978186,10003
2184305,10004
2165967,10005
2499365,10007
14456355,10011
405769,10015
2354904,10040
2354546,10056
2366785,10057
17957545,10059
19884201,10060
1920603,10061
291424,10065
19695155,10066
2020415,10067
2343580,10097
18021000,10099
17970236,10100
2395599,10102
19247713,10104
18104262,10105
14333359,10109
14898508,10111
10756986,10120
809991,10122
18792950,10126
14761170,10133
14842434,10136
13782572,10138
18848171,10143
16816590,10145
374328,10153
9488329,10163
1869452,10178
1842397,10179
2039274,10184
10024738,10192
2337323,10207
8062765,10258
2466200,10262
16746806,10265
21551180,10297
17235407,10307
21962315,10311
10383660,10312
13796112,10315
17651352,10331
21971762,10336
19134441,10357
17117946,10396
394845,10398
2069953,10450
2381861,10455
1682537,10470
2037130,10478
258237,10490
366643,10519
1996061,10695
19104278,10695
2091882,10702
19667016,10760
20155531,10831
285288,10845
2217760,10846
19008053,10872
21645428,10921
19680794,10931
22193054,10946
16711555,11126
19119457,11145
22302347,11155
2351454,11157
18927943,11158
2287452,11168
1856415,11180
982825393,11198
22568633,11199
22314480,11221
22314472,11223
277749,11226
19670040,11237
9712329,11243
1171935,11378
1096238,11384
12022590,11386
22011914,11405
22268432,11407
22028766,11408
22335872,11411
22279883,11413
22463215,11414
22406859,11422
21707357,11454
22537877,11459
18927681,11463
18933839,11466
22441666,11470
22583272,11475
66437937,11476
22526493,11477
277393,11492
22555620,11494
22526077,11500
16682602,11547
22035170,11552
66093658,11565
22001918,11581
66470233,11594
66437940,11595
22531921,11603
66441067,11604
22605340,11606
22467597,11608
1103508885,11720
368720,11732
271314,11748
19783811,11749
19172045,11755
329214,11760
232223,11763
19678558,11776
277431,11779
340603,11782
322431,11789
661074597,11793
286627,11796
19783813,11802
1125586156,11897
66700815,12359
22332643,12361
19870959,12367
66493360,12370
66474702,12372
2241609,12376
66643588,12385
66585780,12443
18938391,12449
66707258,12451
556694192,12509
507907680,12559
543574531,12560
567978425,12571
288191526,12665
556694247,12668
545031817,12669
66714263,12696
66493046,12744
66501319,12747
2256539,12749
1001100609,12767
66864499,12786
66486446,12795
66701447,12809
1853617,12812
556693970,12831
556693961,12833
12194669,12839
507907189,12846
66642968,12861
66942456,12862
66855014,12868
67306752,12882
67268730,12883
22423248,12886
1608603,12889
67158099,12894
66474158,12895
66732325,12900
556694734,12911
22581506,12912
66674242,12915
67202922,12917
288182617,12920
18933830,12921
295300577,12926
333626966,12930
543626229,12935
317095323,12944
66587386,12946
67703217,12947
289933292,12951
535154577,12956
67845261,12964
311191519,12972
66925852,12975
289928869,13010
67006064,13035
18881224,13036
546419465,13039
539370383,13053
556694549,13056
538322861,13057
277228,13072
660693397,13073
21730719,13115
299922709,13124
307012971,13125
303405284,13126
22384455,13128
299031887,13149
556694311,13157
556694614,13167
129705,13171
760174272,13188
451940,13276
1559722,13277
297951025,13305
2366156,13344
443925527,13406
2190524,13413
16820238,13443
1541236,13447
14785694,13534
2019214,13538
1934617,13542
248134,13592
443945239,13621
1664257,13636
11944808,13638
11803889,13669
297777,13684
1588673,13695
17118344,13701
2380684,13711
315474127,13718
594900231,13725
320911220,13736
18559089,13751
322967360,13757
299034274,13765
312862630,13770
313439980,13777
254120,13779
674390673,13782
322055360,13789
319666451,13797
318794073,13804
22313554,13817
22348221,13822
322039823,13830
2467420,13839
324093706,13845
443913115,13848
325158344,13855
331861562,13859
335313875,13894
324093691,13901
66421986,13921
342158675,13931
337516131,13940
18828854,13954
330056089,13971
371675005,13973
322976124,13978
727366857,13984
342454788,14003
361714010,14006
674390724,14017
364402139,14022
333009307,14023
945894821,14072
964451592,14079
21645105,14158
2264961,14179
8615185,14214
21742196,14244
303978762,14272
303978579,14274
1700371,14364
396520,14365
982825328,14385
19932780,14421
367061862,14442
372316611,14451
19675888,14465
342458361,14468
19681956,14478
378325248,14482
337787714,14490
546491006,14502
379855534,14513
371697334,14523
556695505,14529
335356944,14543
363702396,14544
360270173,14565
449428135,14574
426135322,14579
21627001,14581
426108460,14584
433062848,14592
556695498,14596
291362291,14599
66716027,14608
19643706,14613
67041647,14615
314784125,14616
332985450,14622
317881162,14623
326895838,14625
19235539,14626
19927470,14632
425712271,14635
1414082,14636
773944,14642
1630490,14645
372023795,14648
21803668,14651
312870138,14653
22058220,14655
66936403,14660
362002201,14662
359966923,14664
361724664,14669
66493448,14670
434976046,14674
371359597,14682
10700741,14687
18200956,14701
361732169,14703
373851798,14712
303136144,14714
21519027,14716
370182288,14723
22430590,14729
374175853,14734
364404042,14739
364404024,14741
371690978,14745
424606094,14748
335030215,14758
21633459,14759
382854758,14765
359165949,14766
303679819,14773
67507374,14777
325979825,14792
66163538,14804
307875270,14824
1190775506,14832
384301209,14846
21512518,14879
17109281,14884
21540306,14918
330059891,14927
359166996,14950
301456226,14963
324088125,14967
947084,14968
297633806,15037
457539904,15043
474742340,15049
708567980,15053
362025133,15109
300884821,15118
327207867,15131
361715340,15151
333302894,15173
371687881,15174
362327383,15177
22443231,15184
67353068,15189
67088016,15190
314535382,15192
659235883,15195
8650841,15202
469924310,15210
509992109,15212
657817192,15215
297970270,15216
674390660,15229
289932041,15245
288890559,15246
469809696,15247
660721564,15248
461391699,15254
